Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%),Raw Asset Class,Simplified Asset Class
FXB,Invesco CurrencyShares British Pound Sterling Trust,Currency,"$61,295,000",2.79%,"16,885",$122.78,0.27%,No,False,-1.08%,-0.94%,4.02%,1.53%,1.92%,"$461,000.00","$6,326,000.00","$6,326,000.00","-$5,369,500.00","-$36,270,203.00","-$80,018,850.36",Currency,2006-06-21,0.40%,Charles Schwab,$3.70,2025-04-01,$0.28,3.85%,0.0,0.27,1.0,100.00%,40%,40%,1099,$122.90,$125.55,,,49.01,B-,B+,B+,B+,B,B-,0.0,,,,,,Currency,Other
YCL,ProShares Ultra Yen,Currency,"$60,646,200",13.12%,"109,913",$23.02,1.81%,No,2x,4.87%,1.86%,-0.50%,-17.20%,-15.94%,"$9,755,253.98","-$2,187,622.07","-$4,362,120.02","$17,967,090.52","$64,270,544.27","$64,270,544.27",Leveraged Currency,2008-11-24,0.95%,,$0.00,,,0.00%,0.0,0.11,1.0,100.00%,28%,28%,K-1,$21.42,$23.04,$22.67,$23.22,60.62,A-,C,C,B,B+,A,0.0,,,,,,Currency,Other
FXA,Invesco CurrencyShares Australian Dollar Trust,Currency,"$59,510,000",-3.23%,"16,315",$59.06,-0.22%,No,False,-4.91%,-5.39%,-8.27%,-6.34%,-0.31%,"-$3,080,500.00",$0.00,"-$3,110,000.00","-$3,241,500.00","-$29,944,275.99","-$10,809,025.07",Currency,2006-06-21,0.40%,Charles Schwab,$0.98,2025-04-01,$0.07,0.99%,0.0,0.41,1.0,100.00%,40%,40%,1099,$59.89,$64.07,,,30.15,B-,B+,C+,B+,A,B-,0.0,,,,,,Currency,Other
ETHT,ProShares Ultra Ether ETF,Currency,"$59,000,700",-85.64%,"1,689,214",$3.13,-10.83%,No,2x,-43.81%,-58.27%,,,,"$88,490,127.00","$14,392,527.00","$18,482,539.00","$305,641,065.00","$305,641,065.00","$305,641,065.00",Leveraged Currency,2024-06-07,0.94%,,$0.00,2024-12-23,$0.00,0.11%,,,1.0,100.00%,40%,20%,1099,$3.78,$7.24,$2.92,$3.51,30.02,,C+,,,,,0.0,,,,,,Currency,Other
SBIT,ProShares UltraShort Bitcoin ETF,Currency,"$57,270,300",24.05%,"6,785,316",$14.65,3.24%,Yes,-2x,19.30%,17.11%,-60.08%,,,"-$2,805,805.00","-$11,923,251.00","-$1,951,450.00","$93,427,541.00","$96,781,713.00","$96,781,713.00",Leveraged Currency,2024-04-02,0.95%,,$0.12,2025-03-03,$0.00,0.86%,,,2.0,100.00%,40%,20%,1099,$11.18,$14.33,,,58.43,A,C+,,,B-,,0.0,,,,,,Currency,Other
CBOJ,Calamos Bitcoin Structured Alt Protection ETF - January,,"$45,695,000",,,,0.00%,No,False,,,,,,"$43,728,000.00",$0.00,"$1,243,500.00","$43,728,000.00","$43,728,000.00","$43,728,000.00",,2025-01-22,0.69%,,,,,,,,3.0,99.99%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
EETH,ProShares Ether ETF,Currency,"$38,914,000",-57.26%,"88,844",$27.32,-5.07%,No,False,-23.62%,-32.44%,-63.58%,,,"$5,533,948.00","$4,396,704.00","$4,396,704.00","$29,531,201.00","$82,718,345.00","$82,718,345.00",Currency,2023-10-02,0.95%,,$6.19,2025-04-01,$0.06,21.47%,,,2.0,100.00%,40%,20%,1099,$29.81,$40.83,$26.45,$28.86,28.9,B+,C+,,,,,0.0,,,,,,Currency,Other
EUO,ProShares UltraShort Euro,Currency,"$33,258,500",-10.05%,"29,858",$31.41,1.09%,No,2x,-3.25%,-1.60%,2.71%,3.52%,2.03%,"-$5,257,641.60",$0.00,"-$31,008.26","-$6,421,898.83","-$25,355,839.30","-$57,233,175.79",Leveraged Currency,2008-11-25,0.95%,,$0.00,,,0.00%,0.0,-0.26,1.0,100.00%,28%,28%,K-1,$31.18,$32.75,$31.26,$31.68,40.0,A+,B,C+,A+,A-,B+,0.0,,,,,,Currency,Other
BTCL,T-Rex 2X Long Bitcoin Daily Target ETF,,"$32,783,800",-40.06%,"141,377",$29.15,-3.38%,No,False,-19.67%,-26.24%,,,,"$9,393,895.00","$1,203,076.00","$2,613,128.00","$40,819,233.00","$40,819,233.00","$40,819,233.00",,2024-07-10,0.95%,,$2.12,2024-12-24,$2.12,7.26%,,,2.0,100.00%,40%,20%,1099,$30.74,$40.45,,,37.86,,C+,,,,,0.0,,,,,,,Other
MAXI,Simplify Bitcoin Strategy PLUS Income ETF,,"$31,185,000",-41.46%,"73,944",$15.44,-2.77%,No,False,-26.65%,-29.61%,-31.98%,,,"-$1,608,210.00","-$630,300.00","-$4,653,360.00","$38,158,500.00","$44,499,860.00","$44,499,860.00",,2022-09-29,6.10%,,$8.47,2025-03-26,$0.10,54.86%,0.0,-4.61,6.0,100.01%,40%,20%,1099,$16.83,$23.80,$14.06,$17.77,33.5,B+,,A,C,A,,0.0,,,,,,,Bond
CBTJ,Calamos Bitcoin 80 Series Structured Alt Protection ETF - January,,"$30,672,000",,,,0.00%,No,False,,,,,,"$31,161,500.00",$0.00,"-$5,800,500.00","$31,161,500.00","$31,161,500.00","$31,161,500.00",,2025-02-04,0.69%,,,,,,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
YCS,ProShares UltraShort Yen,Currency,"$23,578,300",-9.81%,"12,700",$42.10,-3.62%,No,2x,-4.58%,-1.82%,1.77%,20.54%,17.31%,"-$139,969.61","-$2,217,894.67","$2,241,560.58","$4,594,398.38","-$3,999,115.71","-$11,620,104.11",Leveraged Currency,2008-11-25,0.95%,,$0.00,,,0.00%,0.0,-0.1,1.0,100.00%,28%,28%,K-1,$41.81,$45.29,,,42.67,A,C+,A+,B+,B-,A+,0.0,,,,,,Currency,Other
BTF,CoinShares Valkyrie Bitcoin and Ether Strategy ETF,Currency,"$23,285,800",-41.29%,"39,268",$8.56,-3.93%,No,False,-16.97%,-22.66%,-39.52%,-2.89%,,"$3,165,715.00","$719,820.00","$967,272.50","-$3,179,420.00","-$4,779,600.00","$59,731,922.50",Currency,2021-10-22,1.25%,,$7.72,2025-03-19,$0.05,90.20%,0.0,1.87,4.0,100.00%,40%,20%,1099,$9.06,$11.26,$8.36,$8.94,32.2,A-,C+,A,B-,B,,5.86,0.00%,33.72%,0.0,0.00%,0.00%,Currency,Other
CBXJ,Calamos Bitcoin 90 Series Structured Alt Protection ETF - January,,"$22,534,000",,,,0.00%,No,False,,,,,,"$21,484,500.00","$14,000.00","-$1,201,000.00","$21,484,500.00","$21,484,500.00","$21,484,500.00",,2025-02-04,0.69%,,,,,,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
YETH,Roundhill Ether Covered Call Strategy ETF,,"$20,117,600",,,,0.00%,No,False,,,,,,"$27,742,070.00","$562,692.00","$1,457,101.00","$39,615,221.51","$39,615,221.51","$39,615,221.51",,2024-09-04,0.95%,,,,,,,,5.0,100.01%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
EZET,Franklin Ethereum ETF,,"$20,017,500",-56.25%,"73,134",$11.10,-5.21%,No,False,-23.61%,-32.23%,,,,"$637,450.00","$2,062,650.00","$637,450.00","$38,283,500.00","$38,283,500.00","$38,283,500.00",,2024-07-23,0.00%,,$0.00,,,0.00%,,,1.0,100.00%,40%,40%,1099,$12.11,$16.57,$10.77,$11.72,29.23,,A,,,,,0.0,,,,,,,Other
BITC,Bitwise Trendwise Bitcoin and Treasuries Rotation Strategy ETF,Currency,"$18,538,900",-17.64%,"8,519",$39.01,0.08%,No,False,-5.87%,-12.34%,0.83%,,,"$3,374,550.00",$0.00,"$1,113,350.00","$13,140,525.00","$22,384,100.00","$22,384,100.00",Currency,2023-03-21,0.88%,,$20.22,2024-12-26,$20.22,51.80%,0.0,0.0,3.0,100.00%,40%,20%,1099,$38.38,$47.19,$38.97,$39.09,16.81,C+,B-,,C+,C,,5.75,10.87%,31.22%,1.6,0.00%,0.00%,Currency,Other
FOXY,Simplify Currency Strategy ETF,,"$18,421,500",,,$24.35,0.54%,No,False,-10.76%,-6.29%,,,,"$19,692,175.00","$1,919,475.00","$13,334,850.00","$19,692,175.00","$19,692,175.00","$19,692,175.00",,2025-02-04,0.75%,,$0.20,2025-03-26,$0.20,0.81%,,,4.0,100.00%,40%,20%,1099,$24.95,$28.15,,,35.5,,,,,,,0.0,,,,,,,Other
ETHD,ProShares UltraShort Ether ETF,Currency,"$12,629,600",245.46%,"277,366",$73.20,10.36%,Yes,-2x,56.75%,77.27%,,,,"-$4,141,607.00","-$857,945.00","-$4,945,050.00","$5,005,249.00","$5,005,249.00","$5,005,249.00",Leveraged Currency,2024-06-07,1.01%,,$7.00,2025-04-01,$2.73,10.54%,,,1.0,100.00%,40%,20%,1099,$34.80,$63.99,$66.06,$77.32,71.83,,C,,,,,0.0,,,,,,Currency,Other
DEFI,Hashdex Bitcoin ETF,Currency,"$12,417,200",-18.05%,"1,040",$87.04,-1.90%,No,False,-9.72%,-12.13%,5.84%,,,$0.00,$0.00,$0.00,"$44,930.00","$3,220,844.79","$3,220,844.79",Currency,2022-09-15,0.94%,,$0.00,,,0.00%,0.0,-4.51,2.0,100.00%,40%,40%,1099,$88.50,$101.45,$87.04,$87.04,39.27,C,C+,A,B-,C,,0.0,,,,,,Currency,Other
QETH,Invesco Galaxy Ethereum ETF,Currency,"$11,606,100",-56.30%,"29,637",$14.59,-5.20%,No,False,-23.61%,-32.17%,,,,"$1,502,944.57",$0.00,"-$443,551.11","$20,909,149.66","$20,909,149.66","$20,909,149.66",Currency,2024-07-23,0.25%,,$0.00,,,0.00%,,,1.0,100.00%,40%,40%,1099,$15.91,$21.78,$14.18,$15.41,29.15,,A-,,,,,0.0,,,,,,Currency,Other
BTFX,CoinShares Valkyrie Bitcoin Futures Leveraged Strategy ETF,,"$10,956,900",-44.72%,"17,171",$28.96,-3.50%,No,False,-19.68%,-27.23%,-34.96%,,,"-$7,913,701.00",$0.00,"-$883,138.50","-$28,962,541.00","$13,314,956.00","$13,314,956.00",,2024-02-21,1.86%,,$0.00,,,0.00%,,,3.0,100.00%,40%,20%,1099,$30.66,$40.76,,,37.16,A-,C,,C,C+,,0.0,,,,,,,Other
BETH,ProShares Bitcoin & Ether Market Cap Weight ETF,Currency,"$10,345,300",-25.66%,"2,490",$59.69,-2.21%,No,False,-11.14%,-14.91%,-15.64%,,,"$807,082.00",$0.00,"$11,191.00","$5,815,250.00","$10,739,590.00","$10,739,590.00",Currency,2023-10-02,1.33%,,$16.67,2025-04-01,$0.50,27.39%,,,2.0,100.00%,40%,20%,1099,$61.46,$71.32,$58.77,$61.53,37.04,C,C,,,,,0.0,,,,,,Currency,Other
CETH,21Shares Core Ethereum ETF,Currency,"$8,521,700",-56.23%,"301,160",$7.31,-5.06%,No,False,-23.54%,-32.19%,,,,"$3,109,270.00","$1,715,760.00","$277,860.00","$15,250,530.00","$15,250,530.00","$15,250,530.00",Currency,2024-07-22,0.00%,,$0.00,,,0.00%,,,1.0,100.00%,40%,40%,1099,$7.97,$10.89,$7.08,$7.73,29.31,,A,,,,,0.0,,,,,,Currency,Other
QBF,Innovator Uncapped Bitcoin 20 Floor ETF - Quarterly,,"$8,298,200",,,$20.54,-1.44%,No,False,-6.94%,-11.08%,,,,"$9,550,799.65",$0.00,"$2,247,720.00","$9,550,799.65","$9,550,799.65","$9,550,799.65",,2025-02-06,0.79%,,$0.00,,,0.00%,,,3.0,100.00%,40%,20%,1099,$20.77,$23.27,$20.30,$20.94,36.47,,,,,,,0.0,,,,,,,Other
ARKA,ARK 21Shares Active Bitcoin Futures Strategy ETF,Currency,"$7,428,930",-19.46%,"2,877",$48.69,-1.93%,No,False,-9.74%,-12.58%,-1.24%,,,"-$6,924,395.00","-$1,238,155.00","-$5,357,050.00","-$7,368,907.50","$4,793,005.13","$4,793,005.13",Currency,2023-11-13,0.70%,,$17.52,2025-03-27,$0.48,35.99%,,,5.0,99.99%,40%,20%,1099,$49.75,$56.86,$48.02,$49.92,38.81,,B,,,B-,,0.0,,,,,,Currency,Other
CEW,WisdomTree Emerging Currency Strategy Fund,Currency,"$6,934,800",0.90%,"1,595",$17.07,-0.18%,No,False,-2.86%,-3.30%,0.47%,1.72%,2.43%,$0.00,$0.00,$0.00,$0.00,"-$3,329,970.00","-$8,416,840.00",Currency,2009-05-06,0.55%,E*TRADE,$0.92,2024-12-26,$0.92,5.25%,0.0,0.26,5.0,100.00%,40%,20%,1099,$17.22,$17.96,,,33.64,B,B,B,A,A,A-,0.0,,,,,,Currency,Other
BTCZ,T-Rex 2X Inverse Bitcoin Daily Target ETF,,"$6,557,210",23.91%,"860,985",$7.36,3.52%,No,False,19.67%,17.01%,,,,"-$91,590.00","$50,580.00","$1,411,125.00","$7,694,448.00","$7,694,448.00","$7,694,448.00",,2024-07-10,0.95%,,$0.00,2024-12-24,$0.01,0.07%,,,2.0,100.00%,40%,20%,1099,$5.60,$7.19,,,58.48,,C+,,,,,0.0,,,,,,,Other
BETE,ProShares Bitcoin & Ether Equal Weight ETF,Currency,"$5,568,340",-40.17%,"1,498",$44.95,-3.40%,No,False,-16.32%,-22.60%,-38.03%,,,"-$865,223.00",$0.00,$0.00,"$2,664,487.00","$6,366,404.00","$6,366,404.00",Currency,2023-10-02,1.33%,,$12.09,2025-04-01,$0.08,26.05%,,,2.0,100.00%,40%,20%,1099,$47.57,$58.68,$43.86,$47.02,32.34,C,C,,,,,0.0,,,,,,Currency,Other
AETH,Bitwise Trendwise Ether and Treasuries Rotation Strategy ETF,Currency,"$5,472,510",-26.22%,"2,239",$27.35,0.04%,No,False,-0.04%,-12.58%,-36.29%,,,"-$782,375.00",$0.00,$0.00,"-$2,949,150.00","$7,990,150.00","$7,990,150.00",Currency,2023-09-29,0.90%,,$5.46,2024-12-26,$5.46,19.95%,,,3.0,100.01%,40%,20%,1099,$25.96,$33.28,$27.29,$27.40,11.22,C+,B-,,,,,5.73,0.00%,30.94%,1.6,0.00%,0.00%,Currency,Other
ULE,ProShares Ultra Euro,Currency,"$5,209,760",11.13%,"17,263",$11.61,0.09%,No,2x,3.02%,1.49%,1.22%,-1.20%,-2.02%,"-$1,033,771.30",$0.00,$0.00,"-$1,563,440.84","-$1,128,556.82","$1,638,361.72",Leveraged Currency,2008-11-25,0.95%,,$0.00,,,0.00%,0.0,0.27,1.0,100.00%,28%,28%,K-1,$11.14,$11.79,$11.52,$11.71,58.78,B,B-,A,A,B,A-,0.0,,,,,,Currency,Other
SOLT,2x Solana ETF,,"$4,915,570",,,$8.33,-4.14%,No,False,-36.71%,-39.93%,,,,"$8,154,119.05","$2,782,118.00","$8,154,119.05","$8,154,119.05","$8,154,119.05","$8,154,119.05",,2025-03-20,1.85%,,$0.00,,,0.00%,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
BTRN,Global X Bitcoin Trend Strategy ETF,,"$3,761,440",1.27%,"2,137",$34.18,0.03%,No,False,0.70%,0.43%,0.71%,,,"$1,858,629.94","-$683,284.05","-$682,953.43","$1,276,315.59","$3,923,974.46","$3,923,974.46",,2024-03-21,0.95%,,$0.87,2024-12-30,$0.66,2.53%,,,3.0,100.00%,40%,20%,1099,$33.81,$34.31,,,50.41,C+,C+,,,C+,,0.0,,,,,,,Other
SETH,ProShares Short Ether ETF,Currency,"$3,704,910",98.12%,"44,939",$29.99,5.01%,Yes,-1x,26.82%,37.66%,72.78%,,,"-$4,895,233.00","$854,979.00","$1,142,141.00","$1,063,782.00","$2,977,894.00","$2,977,894.00",Currency,2023-11-02,0.95%,,$0.78,2025-04-01,$0.31,2.75%,,,1.0,100.00%,40%,20%,1099,$20.50,$27.85,$28.52,$30.82,71.76,B,C+,,,B,,0.0,,,,,,Currency,Other
ARKZ,ARK 21Shares Active Ethereum Futures Strategy ETF,Currency,"$3,654,460",-57.06%,"3,766",$15.75,-5.23%,No,False,-23.44%,-32.62%,-63.48%,,,"$855,514.00","-$332,224.00","-$332,224.00","-$3,204,412.00","$8,817,995.37","$8,817,995.37",Currency,2023-11-13,0.70%,,$1.03,2025-03-27,$0.13,6.55%,,,5.0,100.00%,40%,20%,1099,$17.11,$23.57,$15.37,$16.50,29.02,B,B,,C,B-,,0.0,,,,,,Currency,Other
SOLZ,Solana ETF,,"$3,382,540",,,$11.89,-1.49%,No,False,-18.33%,-19.31%,,,,"$4,427,615.72","$1,464,772.00","$4,427,615.72","$4,427,615.72","$4,427,615.72","$4,427,615.72",,2025-03-20,0.95%,,$0.00,,,0.00%,,,3.0,99.99%,40%,20%,1099,,,$11.54,$12.51,,,,,,,,0.0,,,,,,,Other
BTOP,Bitwise Trendwise BTC/ETH and Treasuries Rotation Strategy ETF,Currency,"$3,007,470",-31.30%,"2,352",$24.06,0.00%,No,False,-6.33%,-15.40%,-29.49%,,,"-$601,375.00","-$601,375.00","-$601,375.00","-$4,004,925.00","$3,971,000.00","$3,971,000.00",Currency,2023-10-02,0.90%,,$20.82,2024-12-26,$20.82,86.52%,,,3.0,100.00%,40%,20%,1099,$23.46,$30.48,,,13.66,C+,B-,,,,,5.77,0.00%,31.62%,1.6,0.00%,0.00%,Currency,Other
EZPZ,Franklin Crypto Index ETF,,"$2,886,900",,,,0.00%,No,False,,,,,,"$983,050.00",$0.00,$0.00,"$983,050.00","$983,050.00","$983,050.00",,2025-02-20,0.00%,,,,,,,,1.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
CBTA,Calamos Bitcoin 80 Series Structured Alt Protection ETF - April,,"$2,500,030",,,$25.39,1.52%,No,False,,1.51%,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2025-04-07,0.69%,,,,,,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
CBXA,Calamos Bitcoin 90 Series Structured Alt Protection ETF - April,,"$2,500,030",,,$25.33,1.24%,No,False,,1.24%,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2025-04-07,0.69%,,,,,,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
CBOA,Calamos Bitcoin Structured Alt Protection ETF - April,,"$2,500,030",,,$25.15,0.56%,No,False,,0.54%,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2025-04-07,0.69%,,,,,,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
BTCC,Grayscale Bitcoin Covered Call ETF,,"$2,303,990",,,$32.74,-1.24%,No,False,,-7.27%,,,,"$2,449,965.00","$2,449,965.00","$2,449,965.00","$2,449,965.00","$2,449,965.00","$2,449,965.00",,2025-04-02,0.66%,,$0.00,,,0.00%,,,2.0,100.00%,40%,20%,1099,,,$32.30,$33.49,,,,,,,,0.0,,,,,,,Other
ETU,T-Rex 2X Long Ether Daily Target ETF,,"$2,285,680",-85.06%,"35,755",$5.74,-10.59%,No,False,-44.05%,-58.56%,,,,"$2,699,562.00",$0.00,"$306,253.00","$14,984,784.00","$14,984,784.00","$14,984,784.00",,2024-10-23,1.25%,,$0.02,2024-12-24,$0.02,0.31%,,,3.0,100.00%,40%,20%,1099,$6.97,$13.35,$5.36,$6.43,30.08,,,,,,,0.0,,,,,,,Other
BPI,Grayscale Bitcoin Premium Income ETF,,"$2,243,670",,,$31.91,-1.85%,No,False,,-10.20%,,,,"$2,449,265.01","$2,449,265.01","$2,449,265.01","$2,449,265.01","$2,449,265.01","$2,449,265.01",,2025-04-02,0.66%,,$0.00,,,0.00%,,,2.0,100.00%,40%,20%,1099,,,$31.33,$32.87,,,,,,,,0.0,,,,,,,Bond
XXRP,Teucrium 2x Long Daily XRP ETF,,"$2,000,000",,,,0.00%,No,False,,,,,,"$1,999,975.00","$1,999,975.00","$1,999,975.00","$1,999,975.00","$1,999,975.00","$1,999,975.00",,2025-04-08,1.89%,,,,,,,,,,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
ETQ,T-Rex 2X Inverse Ether Daily Target ETF,,"$1,429,500",219.19%,"9,327",$31.31,10.05%,No,False,56.56%,76.01%,,,,"$97,928.00",$0.00,"$227,872.00","$1,057,787.00","$1,057,787.00","$1,057,787.00",,2024-10-23,1.25%,,$0.00,2024-12-24,$0.01,0.02%,,,3.0,99.99%,40%,20%,1099,$14.98,$27.33,$28.33,$32.80,71.46,,,,,,,0.0,,,,,,,Other
BFAP,FT Vest Bitcoin Strategy Floor15 ETF April,,"$988,390",,,$19.75,2.07%,No,False,,-0.38%,,,,"$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00",,2025-04-03,0.90%,,$0.00,,,0.00%,,,2.0,100.00%,40%,20%,1099,,,$19.75,$19.75,,,,,,,,0.0,,,,,,,Other
DFII,FT Vest Bitcoin Strategy & Target Income ETF,,"$907,436",,,$17.91,-1.76%,No,False,,-6.17%,,,,"$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00","$1,000,000.00",,2025-04-03,0.85%,,$0.00,,,0.00%,,,2.0,100.00%,40%,20%,1099,,,$17.91,$17.91,,,,,,,,0.0,,,,,,,Bond
HBTC,Fortuna Hedged Bitcoin Fund,,"$470,174",,,,0.00%,No,False,,,,,,"$499,975.00",$0.00,"$499,975.00","$499,975.00","$499,975.00","$499,975.00",,2025-03-19,1.75%,,,,,,,,3.0,100.00%,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
PTLC,Pacer Trendpilot US Large Cap ETF,Multi-Asset,"$3,922,580,000",-9.15%,"350,326",$48.55,-0.70%,No,False,-5.69%,-7.45%,3.24%,9.03%,13.57%,"$883,582,000.00","$682,495,000.00","$710,523,000.00","$1,176,194,500.00","$1,463,715,395.00","$126,927,395.00",Large Cap Blend Equities,2015-06-11,0.60%,,$0.36,2024-12-27,$0.36,0.74%,0.05,0.53,505.0,67.22%,40%,20%,1099.0,$49.11,$53.01,$47.87,$49.56,29.35,A-,B-,B+,B,C+,A,6.42,39.24%,48.44%,94.33,12.27%,7.07%,Multi-Asset,Other
AOR,iShares Core 60/40 Balanced Allocation ETF,Multi-Asset,"$2,115,690,000",-6.51%,"290,953",$53.36,-0.67%,No,False,-7.19%,-8.41%,-0.49%,2.61%,7.38%,"-$185,193,945.40","$8,918,819.35","$43,893,428.45","$149,492,288.15","$66,443,250.75","$474,282,965.75",Diversified Portfolio,2008-11-04,0.15%,TD Ameritrade,$1.55,2025-04-02,$0.25,2.88%,0.06,0.61,8.0,100.00%,40%,20%,1099.0,$54.49,$59.59,$52.55,$54.61,25.68,A,A,B-,B,B,B-,6.44,36.90%,49.42%,136.53,7.64%,4.39%,Multi-Asset,Other
VRP,Invesco Variable Rate Preferred ETF,Multi-Asset,"$1,990,400,000",-2.30%,"637,966",$23.32,-0.21%,No,False,-3.84%,-3.76%,4.20%,4.75%,6.97%,"$167,969,400.00","-$7,015,900.00","$12,430,500.00","$385,055,000.00","$40,753,000.00","$608,653,700.00",Preferred Stock/Convertible Bonds,2014-05-01,0.50%,Charles Schwab,$1.41,2025-03-24,$0.10,5.97%,0.0,0.44,319.0,10.61%,40%,20%,1099.0,$23.57,$24.67,$23.17,$23.58,22.96,A-,B,,A,B-,B,6.54,40.14%,53.46%,290.28,8.91%,0.70%,Multi-Asset,Other
AOA,iShares Core 80/20 Aggressive Allocation ETF,Multi-Asset,"$1,967,030,000",-9.08%,"115,427",$69.46,-0.93%,No,False,-9.22%,-10.70%,-2.35%,2.96%,9.73%,"-$31,796,885.40","$7,053,888.55","$34,092,702.35","$188,762,556.05","$353,436,255.75","$660,525,585.75",Diversified Portfolio,2008-11-04,0.15%,TD Ameritrade,$1.77,2025-04-02,$0.22,2.53%,0.06,0.78,9.0,100.00%,40%,20%,1099.0,$71.26,$80.38,$68.06,$71.56,25.03,A,A,B-,B-,B,B-,6.55,62.57%,53.70%,126.89,9.21%,5.56%,Multi-Asset,Other
CGBL,Capital Group Core Balanced ETF,Multi-Asset,"$1,740,400,000",-8.02%,"655,255",$28.65,-1.07%,No,False,-7.82%,-8.63%,0.71%,,,"$500,951,515.16","$21,125,539.60","$106,944,885.48","$1,510,521,067.72","$1,817,276,875.18","$1,817,276,875.18",,2023-09-26,0.33%,,$0.62,2025-03-31,$0.12,2.14%,,,70.0,56.75%,40%,20%,1099.0,$29.26,$32.32,$28.06,$29.56,26.18,A,A-,,B+,B,,6.19,5.35%,40.60%,78.2,10.40%,3.28%,Multi-Asset,Other
ACIO,Aptus Collared Investment Opportunity ETF,Multi-Asset,"$1,615,030,000",-9.53%,"188,074",$36.36,-0.30%,No,False,-6.31%,-8.16%,2.13%,5.90%,10.45%,"$178,365,482.50","$16,866,540.00","$41,247,360.00","$878,665,882.50","$1,144,480,945.00","$1,396,504,975.00",Diversified Portfolio,2019-07-10,0.79%,,$0.17,2025-03-28,$0.05,0.48%,0.05,0.46,85.0,37.95%,40%,20%,1099.0,$36.79,$40.21,$35.86,$37.08,28.02,A-,B-,A,B,,,6.39,69.19%,47.23%,119.1,12.42%,7.15%,Multi-Asset,Other
FPEI,First Trust Institutional Preferred Securities & Income ETF,Multi-Asset,"$1,484,920,000",-1.81%,"500,516",$18.11,0.67%,No,False,-3.21%,-3.28%,5.66%,3.47%,6.42%,"$12,218,600.00","-$81,382,500.00","-$74,844,500.00","$212,305,650.00","$950,496,576.50","$1,232,313,747.00",Preferred Stock/Convertible Bonds,2017-08-22,0.85%,,$1.05,2025-03-27,$0.09,5.78%,0.0,0.37,167.0,17.41%,40%,20%,1099.0,$18.17,$18.99,,,29.44,B+,C+,,A+,B,,7.21,94.78%,80.63%,289.42,7.65%,1.17%,Multi-Asset,Other
AOM,iShares Core 40/60 Moderate Allocation ETF,Multi-Asset,"$1,390,180,000",-3.82%,"159,002",$41.55,-0.53%,No,False,-4.93%,-5.49%,1.48%,2.22%,4.88%,"-$79,089,685.80","$10,561,325.55","$23,831,929.70","$38,928,793.40","-$290,866,684.55","$151,046,645.45",Diversified Portfolio,2008-11-04,0.15%,TD Ameritrade,$1.37,2025-04-02,$0.25,3.28%,0.06,0.45,9.0,100.01%,40%,20%,1099.0,$42.21,$44.70,$41.16,$42.16,27.52,A,A,B,A-,B,B,6.32,39.42%,44.42%,150.7,6.07%,3.21%,Multi-Asset,Other
RYLD,Global X Russell 2000 Covered Call ETF,Multi-Asset,"$1,237,570,000",-15.68%,"800,921",$13.37,-2.98%,No,False,-11.46%,-12.94%,-10.64%,-6.54%,7.42%,"$14,169,867.22","-$19,148,448.24","-$16,968,970.24","$95,508,457.61","$701,920,629.23","$1,998,814,106.09",Hedge Fund,2019-04-17,0.60%,,$1.96,2025-03-24,$0.15,14.22%,17.89,0.77,4.0,100.01%,40%,20%,1099.0,$13.87,$16.04,,,23.08,A+,B+,,B-,A,,5.38,29.83%,26.06%,113.56,2.78%,7.79%,Multi-Asset,Other
